date,region,exposure_status-etat_verification,count-nombre
2021-04-04,AB,exposed-expose,<20
2021-04-04,AB,monitoring-surveillance,<20
2021-04-04,BC,exposed-expose,<20
2021-04-04,BC,monitoring-surveillance,<20
2021-04-04,MB,exposed-expose,<20
2021-04-04,MB,monitoring-surveillance,<20
2021-04-04,NB,exposed-expose,<20
2021-04-04,NB,monitoring-surveillance,<20
2021-04-04,NL,exposed-expose,<20
2021-04-04,NL,monitoring-surveillance,<20
2021-04-04,NT,exposed-expose,<20
2021-04-04,NT,monitoring-surveillance,<20
2021-04-04,NS,exposed-expose,<20
2021-04-04,NS,monitoring-surveillance,<20
2021-04-04,NU,exposed-expose,<20
2021-04-04,NU,monitoring-surveillance,<20
2021-04-04,ON,exposed-expose,20
2021-04-04,ON,monitoring-surveillance,<20
2021-04-04,PE,exposed-expose,<20
2021-04-04,PE,monitoring-surveillance,<20
2021-04-04,QC,exposed-expose,<20
2021-04-04,QC,monitoring-surveillance,<20
2021-04-04,SK,exposed-expose,<20
2021-04-04,SK,monitoring-surveillance,<20
2021-04-04,YT,exposed-expose,<20
2021-04-04,YT,monitoring-surveillance,<20
2021-04-04,npts-ptso,exposed-expose,<20
2021-04-04,npts-ptso,monitoring-surveillance,<20
2021-04-11,AB,exposed-expose,<20
2021-04-11,AB,monitoring-surveillance,<20
2021-04-11,BC,exposed-expose,<20
2021-04-11,BC,monitoring-surveillance,<20
2021-04-11,MB,exposed-expose,<20
2021-04-11,MB,monitoring-surveillance,<20
2021-04-11,NB,exposed-expose,<20
2021-04-11,NB,monitoring-surveillance,<20
2021-04-11,NL,exposed-expose,<20
2021-04-11,NL,monitoring-surveillance,<20
2021-04-11,NT,exposed-expose,<20
2021-04-11,NT,monitoring-surveillance,<20
2021-04-11,NS,exposed-expose,<20
2021-04-11,NS,monitoring-surveillance,<20
2021-04-11,NU,exposed-expose,<20
2021-04-11,NU,monitoring-surveillance,<20
2021-04-11,ON,exposed-expose,63
2021-04-11,ON,monitoring-surveillance,<20
2021-04-11,PE,exposed-expose,<20
2021-04-11,PE,monitoring-surveillance,<20
2021-04-11,QC,exposed-expose,<20
2021-04-11,QC,monitoring-surveillance,<20
2021-04-11,SK,exposed-expose,<20
2021-04-11,SK,monitoring-surveillance,<20
2021-04-11,YT,exposed-expose,<20
2021-04-11,YT,monitoring-surveillance,<20
2021-04-11,npts-ptso,exposed-expose,<20
2021-04-11,npts-ptso,monitoring-surveillance,<20
2021-04-18,AB,exposed-expose,<20
2021-04-18,AB,monitoring-surveillance,<20
2021-04-18,BC,exposed-expose,<20
2021-04-18,BC,monitoring-surveillance,<20
2021-04-18,MB,exposed-expose,<20
2021-04-18,MB,monitoring-surveillance,<20
2021-04-18,NB,exposed-expose,<20
2021-04-18,NB,monitoring-surveillance,<20
2021-04-18,NL,exposed-expose,<20
2021-04-18,NL,monitoring-surveillance,<20
2021-04-18,NT,exposed-expose,<20
2021-04-18,NT,monitoring-surveillance,<20
2021-04-18,NS,exposed-expose,<20
2021-04-18,NS,monitoring-surveillance,<20
2021-04-18,NU,exposed-expose,<20
2021-04-18,NU,monitoring-surveillance,<20
2021-04-18,ON,exposed-expose,<20
2021-04-18,ON,monitoring-surveillance,<20
2021-04-18,PE,exposed-expose,<20
2021-04-18,PE,monitoring-surveillance,<20
2021-04-18,QC,exposed-expose,<20
2021-04-18,QC,monitoring-surveillance,<20
2021-04-18,SK,exposed-expose,<20
2021-04-18,SK,monitoring-surveillance,<20
2021-04-18,YT,exposed-expose,<20
2021-04-18,YT,monitoring-surveillance,<20
2021-04-18,npts-ptso,exposed-expose,<20
2021-04-18,npts-ptso,monitoring-surveillance,<20
2021-04-25,AB,exposed-expose,<20
2021-04-25,AB,monitoring-surveillance,<20
2021-04-25,BC,exposed-expose,<20
2021-04-25,BC,monitoring-surveillance,<20
2021-04-25,MB,exposed-expose,<20
2021-04-25,MB,monitoring-surveillance,<20
2021-04-25,NB,exposed-expose,<20
2021-04-25,NB,monitoring-surveillance,<20
2021-04-25,NL,exposed-expose,<20
2021-04-25,NL,monitoring-surveillance,<20
2021-04-25,NT,exposed-expose,<20
2021-04-25,NT,monitoring-surveillance,<20
2021-04-25,NS,exposed-expose,<20
2021-04-25,NS,monitoring-surveillance,<20
2021-04-25,NU,exposed-expose,<20
2021-04-25,NU,monitoring-surveillance,<20
2021-04-25,ON,exposed-expose,<20
2021-04-25,ON,monitoring-surveillance,<20
2021-04-25,PE,exposed-expose,<20
2021-04-25,PE,monitoring-surveillance,<20
2021-04-25,QC,exposed-expose,<20
2021-04-25,QC,monitoring-surveillance,<20
2021-04-25,SK,exposed-expose,<20
2021-04-25,SK,monitoring-surveillance,<20
2021-04-25,YT,exposed-expose,<20
2021-04-25,YT,monitoring-surveillance,<20
2021-04-25,npts-ptso,exposed-expose,<20
2021-04-25,npts-ptso,monitoring-surveillance,<20
2021-05-02,AB,exposed-expose,<20
2021-05-02,AB,monitoring-surveillance,<20
2021-05-02,BC,exposed-expose,<20
2021-05-02,BC,monitoring-surveillance,<20
2021-05-02,MB,exposed-expose,<20
2021-05-02,MB,monitoring-surveillance,<20
2021-05-02,NB,exposed-expose,<20
2021-05-02,NB,monitoring-surveillance,<20
2021-05-02,NL,exposed-expose,<20
2021-05-02,NL,monitoring-surveillance,<20
2021-05-02,NT,exposed-expose,<20
2021-05-02,NT,monitoring-surveillance,<20
2021-05-02,NS,exposed-expose,<20
2021-05-02,NS,monitoring-surveillance,<20
2021-05-02,NU,exposed-expose,<20
2021-05-02,NU,monitoring-surveillance,<20
2021-05-02,ON,exposed-expose,<20
2021-05-02,ON,monitoring-surveillance,<20
2021-05-02,PE,exposed-expose,<20
2021-05-02,PE,monitoring-surveillance,<20
2021-05-02,QC,exposed-expose,<20
2021-05-02,QC,monitoring-surveillance,<20
2021-05-02,SK,exposed-expose,<20
2021-05-02,SK,monitoring-surveillance,<20
2021-05-02,YT,exposed-expose,<20
2021-05-02,YT,monitoring-surveillance,<20
2021-05-02,npts-ptso,exposed-expose,<20
2021-05-02,npts-ptso,monitoring-surveillance,<20
2021-05-09,AB,exposed-expose,<20
2021-05-09,AB,monitoring-surveillance,<20
2021-05-09,BC,exposed-expose,<20
2021-05-09,BC,monitoring-surveillance,<20
2021-05-09,MB,exposed-expose,<20
2021-05-09,MB,monitoring-surveillance,<20
2021-05-09,NB,exposed-expose,<20
2021-05-09,NB,monitoring-surveillance,<20
2021-05-09,NL,exposed-expose,<20
2021-05-09,NL,monitoring-surveillance,<20
2021-05-09,NT,exposed-expose,<20
2021-05-09,NT,monitoring-surveillance,<20
2021-05-09,NS,exposed-expose,<20
2021-05-09,NS,monitoring-surveillance,<20
2021-05-09,NU,exposed-expose,<20
2021-05-09,NU,monitoring-surveillance,<20
2021-05-09,ON,exposed-expose,67
2021-05-09,ON,monitoring-surveillance,<20
2021-05-09,PE,exposed-expose,<20
2021-05-09,PE,monitoring-surveillance,<20
2021-05-09,QC,exposed-expose,<20
2021-05-09,QC,monitoring-surveillance,<20
2021-05-09,SK,exposed-expose,<20
2021-05-09,SK,monitoring-surveillance,<20
2021-05-09,YT,exposed-expose,<20
2021-05-09,YT,monitoring-surveillance,<20
2021-05-09,npts-ptso,exposed-expose,<20
2021-05-09,npts-ptso,monitoring-surveillance,<20
2021-05-16,AB,exposed-expose,<20
2021-05-16,AB,monitoring-surveillance,<20
2021-05-16,BC,exposed-expose,<20
2021-05-16,BC,monitoring-surveillance,<20
2021-05-16,MB,exposed-expose,<20
2021-05-16,MB,monitoring-surveillance,<20
2021-05-16,NB,exposed-expose,<20
2021-05-16,NB,monitoring-surveillance,<20
2021-05-16,NL,exposed-expose,<20
2021-05-16,NL,monitoring-surveillance,<20
2021-05-16,NT,exposed-expose,<20
2021-05-16,NT,monitoring-surveillance,<20
2021-05-16,NS,exposed-expose,<20
2021-05-16,NS,monitoring-surveillance,<20
2021-05-16,NU,exposed-expose,<20
2021-05-16,NU,monitoring-surveillance,<20
2021-05-16,ON,exposed-expose,135
2021-05-16,ON,monitoring-surveillance,27
2021-05-16,PE,exposed-expose,<20
2021-05-16,PE,monitoring-surveillance,<20
2021-05-16,QC,exposed-expose,<20
2021-05-16,QC,monitoring-surveillance,<20
2021-05-16,SK,exposed-expose,<20
2021-05-16,SK,monitoring-surveillance,<20
2021-05-16,YT,exposed-expose,<20
2021-05-16,YT,monitoring-surveillance,<20
2021-05-16,npts-ptso,exposed-expose,<20
2021-05-16,npts-ptso,monitoring-surveillance,<20
2021-05-23,AB,exposed-expose,<20
2021-05-23,AB,monitoring-surveillance,<20
2021-05-23,BC,exposed-expose,<20
2021-05-23,BC,monitoring-surveillance,<20
2021-05-23,MB,exposed-expose,<20
2021-05-23,MB,monitoring-surveillance,<20
2021-05-23,NB,exposed-expose,<20
2021-05-23,NB,monitoring-surveillance,<20
2021-05-23,NL,exposed-expose,<20
2021-05-23,NL,monitoring-surveillance,<20
2021-05-23,NT,exposed-expose,<20
2021-05-23,NT,monitoring-surveillance,<20
2021-05-23,NS,exposed-expose,<20
2021-05-23,NS,monitoring-surveillance,<20
2021-05-23,NU,exposed-expose,<20
2021-05-23,NU,monitoring-surveillance,<20
2021-05-23,ON,exposed-expose,27
2021-05-23,ON,monitoring-surveillance,<20
2021-05-23,PE,exposed-expose,<20
2021-05-23,PE,monitoring-surveillance,<20
2021-05-23,QC,exposed-expose,<20
2021-05-23,QC,monitoring-surveillance,<20
2021-05-23,SK,exposed-expose,<20
2021-05-23,SK,monitoring-surveillance,<20
2021-05-23,YT,exposed-expose,<20
2021-05-23,YT,monitoring-surveillance,<20
2021-05-23,npts-ptso,exposed-expose,<20
2021-05-23,npts-ptso,monitoring-surveillance,<20
2021-05-30,AB,exposed-expose,<20
2021-05-30,AB,monitoring-surveillance,<20
2021-05-30,BC,exposed-expose,<20
2021-05-30,BC,monitoring-surveillance,<20
2021-05-30,MB,exposed-expose,<20
2021-05-30,MB,monitoring-surveillance,<20
2021-05-30,NB,exposed-expose,<20
2021-05-30,NB,monitoring-surveillance,<20
2021-05-30,NL,exposed-expose,<20
2021-05-30,NL,monitoring-surveillance,<20
2021-05-30,NT,exposed-expose,<20
2021-05-30,NT,monitoring-surveillance,<20
2021-05-30,NS,exposed-expose,<20
2021-05-30,NS,monitoring-surveillance,<20
2021-05-30,NU,exposed-expose,<20
2021-05-30,NU,monitoring-surveillance,<20
2021-05-30,ON,exposed-expose,<20
2021-05-30,ON,monitoring-surveillance,<20
2021-05-30,PE,exposed-expose,<20
2021-05-30,PE,monitoring-surveillance,<20
2021-05-30,QC,exposed-expose,<20
2021-05-30,QC,monitoring-surveillance,<20
2021-05-30,SK,exposed-expose,<20
2021-05-30,SK,monitoring-surveillance,<20
2021-05-30,YT,exposed-expose,<20
2021-05-30,YT,monitoring-surveillance,<20
2021-05-30,npts-ptso,exposed-expose,<20
2021-05-30,npts-ptso,monitoring-surveillance,<20
2021-06-06,AB,exposed-expose,<20
2021-06-06,AB,monitoring-surveillance,<20
2021-06-06,BC,exposed-expose,<20
2021-06-06,BC,monitoring-surveillance,<20
2021-06-06,MB,exposed-expose,<20
2021-06-06,MB,monitoring-surveillance,<20
2021-06-06,NB,exposed-expose,<20
2021-06-06,NB,monitoring-surveillance,<20
2021-06-06,NL,exposed-expose,<20
2021-06-06,NL,monitoring-surveillance,<20
2021-06-06,NT,exposed-expose,<20
2021-06-06,NT,monitoring-surveillance,<20
2021-06-06,NS,exposed-expose,<20
2021-06-06,NS,monitoring-surveillance,<20
2021-06-06,NU,exposed-expose,<20
2021-06-06,NU,monitoring-surveillance,<20
2021-06-06,ON,exposed-expose,<20
2021-06-06,ON,monitoring-surveillance,<20
2021-06-06,PE,exposed-expose,<20
2021-06-06,PE,monitoring-surveillance,<20
2021-06-06,QC,exposed-expose,<20
2021-06-06,QC,monitoring-surveillance,<20
2021-06-06,SK,exposed-expose,<20
2021-06-06,SK,monitoring-surveillance,<20
2021-06-06,YT,exposed-expose,<20
2021-06-06,YT,monitoring-surveillance,<20
2021-06-06,npts-ptso,exposed-expose,<20
2021-06-06,npts-ptso,monitoring-surveillance,<20
2021-06-13,AB,exposed-expose,<20
2021-06-13,AB,monitoring-surveillance,<20
2021-06-13,BC,exposed-expose,<20
2021-06-13,BC,monitoring-surveillance,<20
2021-06-13,MB,exposed-expose,<20
2021-06-13,MB,monitoring-surveillance,<20
2021-06-13,NB,exposed-expose,<20
2021-06-13,NB,monitoring-surveillance,<20
2021-06-13,NL,exposed-expose,<20
2021-06-13,NL,monitoring-surveillance,<20
2021-06-13,NT,exposed-expose,<20
2021-06-13,NT,monitoring-surveillance,<20
2021-06-13,NS,exposed-expose,<20
2021-06-13,NS,monitoring-surveillance,<20
2021-06-13,NU,exposed-expose,<20
2021-06-13,NU,monitoring-surveillance,<20
2021-06-13,ON,exposed-expose,<20
2021-06-13,ON,monitoring-surveillance,<20
2021-06-13,PE,exposed-expose,<20
2021-06-13,PE,monitoring-surveillance,<20
2021-06-13,QC,exposed-expose,<20
2021-06-13,QC,monitoring-surveillance,<20
2021-06-13,SK,exposed-expose,<20
2021-06-13,SK,monitoring-surveillance,<20
2021-06-13,YT,exposed-expose,<20
2021-06-13,YT,monitoring-surveillance,<20
2021-06-13,npts-ptso,exposed-expose,<20
2021-06-13,npts-ptso,monitoring-surveillance,<20
2021-06-20,AB,exposed-expose,<20
2021-06-20,AB,monitoring-surveillance,<20
2021-06-20,BC,exposed-expose,<20
2021-06-20,BC,monitoring-surveillance,<20
2021-06-20,MB,exposed-expose,<20
2021-06-20,MB,monitoring-surveillance,<20
2021-06-20,NB,exposed-expose,<20
2021-06-20,NB,monitoring-surveillance,<20
2021-06-20,NL,exposed-expose,<20
2021-06-20,NL,monitoring-surveillance,<20
2021-06-20,NT,exposed-expose,<20
2021-06-20,NT,monitoring-surveillance,<20
2021-06-20,NS,exposed-expose,<20
2021-06-20,NS,monitoring-surveillance,<20
2021-06-20,NU,exposed-expose,<20
2021-06-20,NU,monitoring-surveillance,<20
2021-06-20,ON,exposed-expose,<20
2021-06-20,ON,monitoring-surveillance,<20
2021-06-20,PE,exposed-expose,<20
2021-06-20,PE,monitoring-surveillance,<20
2021-06-20,QC,exposed-expose,<20
2021-06-20,QC,monitoring-surveillance,<20
2021-06-20,SK,exposed-expose,<20
2021-06-20,SK,monitoring-surveillance,<20
2021-06-20,YT,exposed-expose,<20
2021-06-20,YT,monitoring-surveillance,<20
2021-06-20,npts-ptso,exposed-expose,<20
2021-06-20,npts-ptso,monitoring-surveillance,<20
2021-06-27,AB,exposed-expose,<20
2021-06-27,AB,monitoring-surveillance,<20
2021-06-27,BC,exposed-expose,<20
2021-06-27,BC,monitoring-surveillance,<20
2021-06-27,MB,exposed-expose,<20
2021-06-27,MB,monitoring-surveillance,<20
2021-06-27,NB,exposed-expose,<20
2021-06-27,NB,monitoring-surveillance,<20
2021-06-27,NL,exposed-expose,<20
2021-06-27,NL,monitoring-surveillance,<20
2021-06-27,NT,exposed-expose,<20
2021-06-27,NT,monitoring-surveillance,<20
2021-06-27,NS,exposed-expose,<20
2021-06-27,NS,monitoring-surveillance,<20
2021-06-27,NU,exposed-expose,<20
2021-06-27,NU,monitoring-surveillance,<20
2021-06-27,ON,exposed-expose,212
2021-06-27,ON,monitoring-surveillance,29
2021-06-27,PE,exposed-expose,<20
2021-06-27,PE,monitoring-surveillance,<20
2021-06-27,QC,exposed-expose,<20
2021-06-27,QC,monitoring-surveillance,<20
2021-06-27,SK,exposed-expose,<20
2021-06-27,SK,monitoring-surveillance,<20
2021-06-27,YT,exposed-expose,<20
2021-06-27,YT,monitoring-surveillance,<20
2021-06-27,npts-ptso,exposed-expose,<20
2021-06-27,npts-ptso,monitoring-surveillance,<20
2021-07-04,AB,exposed-expose,<20
2021-07-04,AB,monitoring-surveillance,<20
2021-07-04,BC,exposed-expose,<20
2021-07-04,BC,monitoring-surveillance,<20
2021-07-04,MB,exposed-expose,<20
2021-07-04,MB,monitoring-surveillance,<20
2021-07-04,NB,exposed-expose,<20
2021-07-04,NB,monitoring-surveillance,<20
2021-07-04,NL,exposed-expose,<20
2021-07-04,NL,monitoring-surveillance,<20
2021-07-04,NT,exposed-expose,<20
2021-07-04,NT,monitoring-surveillance,<20
2021-07-04,NS,exposed-expose,<20
2021-07-04,NS,monitoring-surveillance,<20
2021-07-04,NU,exposed-expose,<20
2021-07-04,NU,monitoring-surveillance,<20
2021-07-04,ON,exposed-expose,134
2021-07-04,ON,monitoring-surveillance,22
2021-07-04,PE,exposed-expose,<20
2021-07-04,PE,monitoring-surveillance,<20
2021-07-04,QC,exposed-expose,<20
2021-07-04,QC,monitoring-surveillance,<20
2021-07-04,SK,exposed-expose,<20
2021-07-04,SK,monitoring-surveillance,<20
2021-07-04,YT,exposed-expose,<20
2021-07-04,YT,monitoring-surveillance,<20
2021-07-04,npts-ptso,exposed-expose,<20
2021-07-04,npts-ptso,monitoring-surveillance,<20
2021-07-11,AB,exposed-expose,<20
2021-07-11,AB,monitoring-surveillance,<20
2021-07-11,BC,exposed-expose,<20
2021-07-11,BC,monitoring-surveillance,<20
2021-07-11,MB,exposed-expose,<20
2021-07-11,MB,monitoring-surveillance,<20
2021-07-11,NB,exposed-expose,<20
2021-07-11,NB,monitoring-surveillance,<20
2021-07-11,NL,exposed-expose,<20
2021-07-11,NL,monitoring-surveillance,<20
