date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-03-14,1-6,android,1.2.2,<20
2021-03-14,13-30,android,1.2.2,<20
2021-03-14,7-12,android,1.2.2,<20
2021-03-21,1-6,android,1.2.2,<20
2021-03-21,13-30,android,1.2.2,<20
2021-03-28,1-6,android,1.2.2,<20
2021-03-28,1-6,android,1.2.4,<20
2021-03-28,13-30,android,1.2.2,<20
2021-03-28,13-30,android,1.2.4,<20
2021-03-28,30+,android,1.2.2,<20
2021-03-28,30+,android,1.2.4,<20
2021-03-28,7-12,android,1.2.4,<20
2021-04-04,13-30,android,1.2.2,<20
2021-04-04,13-30,android,1.2.6,<20
2021-04-04,30+,android,1.2.4,<20
2021-04-04,7-12,android,1.2.2,<20
2021-04-04,7-12,android,1.2.6,<20
2021-04-11,1-6,android,1.2.7,<20
2021-04-11,1-6,ios,1.2.7,<20
2021-04-11,13-30,android,1.2.7,<20
2021-04-11,7-12,ios,1.2.7,<20
2021-04-18,1-6,android,1.2.7,<20
2021-04-18,1-6,ios,1.2.7,<20
2021-04-18,13-30,ios,1.2.7,<20
2021-04-18,7-12,android,1.2.7,<20
2021-04-18,7-12,ios,1.2.7,<20
2021-05-02,1-6,android,1.2.9,<20
2021-05-02,1-6,ios,1.2.9,<20
2021-05-02,13-30,android,1.2.0,<20
2021-05-02,13-30,ios,1.2.9,<20
2021-05-02,30+,android,1.2.8,<20
2021-05-02,30+,android,1.2.9,<20
2021-05-02,7-12,android,1.2.8,<20
2021-05-02,7-12,android,1.2.9,<20
2021-05-02,7-12,ios,1.2.1,<20
2021-05-02,7-12,ios,1.2.9,<20
2021-05-09,1-6,android,1.2.9,<20
2021-05-09,1-6,ios,1.2.0,<20
2021-05-09,1-6,ios,1.2.8,<20
2021-05-09,1-6,ios,1.2.9,<20
2021-05-09,13-30,android,1.2.0,<20
2021-05-09,13-30,android,1.2.8,<20
2021-05-09,13-30,android,1.2.9,<20
2021-05-09,13-30,ios,1.2.9,<20
2021-05-09,30+,android,1.2.8,<20
2021-05-09,30+,android,1.2.9,<20
2021-05-09,7-12,android,1.2.9,<20
2021-05-09,7-12,ios,1.2.9,48
2021-05-16,1-6,android,1.2.9,<20
2021-05-16,1-6,ios,1.2.0,<20
2021-05-16,1-6,ios,1.2.8,<20
2021-05-16,1-6,ios,1.2.9,24
2021-05-16,13-30,android,1.2.9,<20
2021-05-16,13-30,ios,1.2.0,<20
2021-05-16,13-30,ios,1.2.9,<20
2021-05-16,30+,android,1.2.9,<20
2021-05-16,7-12,android,1.2.9,<20
2021-05-16,7-12,ios,1.2.8,<20
2021-05-16,7-12,ios,1.2.9,46
2021-05-23,1-6,android,1.2.8,<20
2021-05-23,1-6,android,1.2.9,<20
2021-05-23,1-6,android,1.2.10,<20
2021-05-23,1-6,ios,1.2.9,<20
2021-05-23,1-6,ios,1.2.10,<20
2021-05-23,13-30,android,1.2.8,<20
2021-05-23,13-30,android,1.2.10,<20
2021-05-23,13-30,ios,1.2.10,<20
2021-05-23,7-12,android,1.2.0,<20
2021-05-23,7-12,android,1.2.10,<20
2021-05-23,7-12,ios,1.2.9,<20
2021-05-23,7-12,ios,1.2.10,<20
2021-05-30,1-6,android,1.2.8,<20
2021-05-30,1-6,android,1.2.10,<20
2021-05-30,1-6,ios,1.2.8,<20
2021-05-30,1-6,ios,1.2.10,<20
2021-05-30,13-30,android,1.2.8,<20
2021-05-30,13-30,ios,1.2.10,<20
2021-05-30,30+,android,1.2.8,<20
2021-05-30,7-12,android,1.2.8,<20
2021-05-30,7-12,ios,1.2.8,<20
2021-05-30,7-12,ios,1.2.10,<20
2021-06-06,1-6,android,1.2.8,<20
2021-06-06,13-30,android,1.2.8,<20
2021-06-06,13-30,ios,1.2.10,<20
2021-06-06,30+,android,1.2.8,<20
2021-06-06,7-12,android,1.2.8,<20
2021-06-06,7-12,ios,1.2.8,<20
2021-06-13,1-6,ios,1.1.8,<20
2021-06-13,1-6,ios,2.0.0,<20
2021-06-13,13-30,android,1.2.8,<20
2021-06-13,30+,android,1.2.8,<20
2021-06-13,7-12,android,1.2.8,<20
2021-06-13,7-12,ios,1.1.8,<20
2021-06-13,7-12,ios,2.0.0,<20
2021-06-20,1-6,ios,1.1.8,<20
2021-06-20,1-6,ios,1.2.10,<20
2021-06-20,1-6,ios,2.0.0,<20
2021-06-20,7-12,ios,1.1.8,<20
2021-06-20,7-12,ios,1.2.10,<20
2021-06-20,7-12,ios,2.0.0,<20
2021-06-27,1-6,android,2.0.0,<20
2021-06-27,1-6,ios,1.1.8,<20
2021-06-27,1-6,ios,2.0.0,<20
2021-06-27,13-30,android,2.0.0,<20
2021-06-27,30+,android,1.2.8,<20
2021-06-27,30+,android,2.0.0,<20
2021-06-27,7-12,android,1.2.8,<20
2021-06-27,7-12,android,2.0.0,<20
2021-06-27,7-12,ios,2.0.0,<20
2021-07-04,1-6,android,2.0.0,<20
2021-07-04,1-6,ios,2.0.0,20
2021-07-04,13-30,android,1.2.8,<20
2021-07-04,13-30,android,2.0.0,<20
2021-07-04,30+,android,2.0.0,<20
2021-07-04,7-12,android,1.2.8,<20
2021-07-04,7-12,android,2.0.0,<20
2021-07-04,7-12,ios,2.0.0,32
2021-07-11,1-6,android,1.2.8,<20
2021-07-11,1-6,android,2.0.0,<20
2021-07-11,1-6,ios,2.0.0,20
2021-07-11,13-30,android,1.2.8,<20
2021-07-11,13-30,android,2.0.0,<20
2021-07-11,30+,android,1.2.8,<20
2021-07-11,30+,android,2.0.0,<20
2021-07-11,7-12,android,1.2.8,<20
2021-07-11,7-12,android,2.0.0,<20
2021-07-11,7-12,ios,2.0.0,45
2021-07-18,1-6,android,1.2.8,<20
2021-07-18,1-6,android,2.0.0,<20
2021-07-18,1-6,ios,2.0.0,<20
2021-07-18,13-30,android,2.0.0,<20
2021-07-18,7-12,android,2.0.0,<20
2021-07-18,7-12,ios,2.0.0,39
2021-07-25,1-6,ios,2.0.0,<20
2021-07-25,7-12,ios,2.0.0,33
2021-08-01,1-6,android,1.2.8,<20
2021-08-01,1-6,android,2.0.0,<20
