date,appos,appversion,count
2021-02-28,android,1.2.1,<20
2021-02-28,ios,1.2.1,<20
2021-02-28,ios,9.9.9,<20
2021-03-31,android,1.2.1,<20
2021-03-31,android,1.2.2,<20
2021-03-31,android,1.2.4,37
2021-03-31,android,1.2.5,<20
2021-03-31,android,1.2.6,<20
2021-03-31,android,9.9.9,185
2021-03-31,ios,1.2.2,<20
2021-03-31,ios,9.9.9,63
2021-04-30,android,1.1.8,<20
2021-04-30,android,1.2.0,<20
2021-04-30,android,1.2.6,<20
2021-04-30,android,1.2.7,<20
2021-04-30,android,1.2.8,<20
2021-04-30,android,1.2.9,20
2021-04-30,android,9.9.9,130
2021-04-30,ios,1.1.8,<20
2021-04-30,ios,1.2.0,<20
2021-04-30,ios,1.2.1,<20
2021-04-30,ios,1.2.7,<20
2021-04-30,ios,1.2.9,<20
2021-04-30,ios,6.6.6,<20
2021-04-30,ios,9.9.9,80
